# 50 50
5.000000 4.620757 4.412047 4.203240 3.994367 3.785465 3.576590 3.367812 3.159229 2.950966 2.743185 2.536096 2.329962 2.125111 1.921944 1.720936 1.522629 1.327613 1.136483 0.949764 0.767815 0.590707 0.418109 0.249222 0.082788 -0.082788 -0.249222 -0.418109 -0.590707 -0.767815 -0.949764 -1.136483 -1.327613 -1.522629 -1.720936 -1.921944 -2.125111 -2.329962 -2.536096 -2.743185 -2.950966 -3.159229 -3.367812 -3.576590 -3.785465 -3.994367 -4.203240 -4.412047 -4.620757 -5.000000 
5.000000 4.614940 4.405631 4.196150 3.986516 3.776758 3.566918 3.357057 3.147259 2.937640 2.728358 2.519623 2.311713 2.104986 1.899903 1.697033 1.497065 1.300791 1.109067 0.922725 0.742435 0.568513 0.400718 0.238095 0.078955 -0.078955 -0.238095 -0.400718 -0.568513 -0.742435 -0.922725 -1.109067 -1.300791 -1.497065 -1.697033 -1.899903 -2.104986 -2.311713 -2.519623 -2.728358 -2.937640 -3.147259 -3.357057 -3.566918 -3.776758 -3.986516 -4.196150 -4.405631 -4.614940 -5.000000 
5.000000 4.609307 4.399387 4.189214 3.978792 3.768136 3.557273 3.346244 3.135116 2.923986 2.712995 2.502340 2.292296 2.083238 1.875668 1.670247 1.467818 1.269416 1.076242 0.889576 0.710592 0.540070 0.378027 0.223387 0.073853 -0.073853 -0.223387 -0.378027 -0.540070 -0.710592 -0.889576 -1.076242 -1.269416 -1.467818 -1.670247 -1.875668 -2.083238 -2.292296 -2.502340 -2.712995 -2.923986 -3.135116 -3.346244 -3.557273 -3.768136 -3.978792 -4.189214 -4.399387 -4.609307 -5.000000 
5.000000 4.603928 4.393400 4.182528 3.971304 3.759725 3.547796 3.335535 3.122982 2.910204 2.697309 2.484463 2.271915 2.060027 1.849315 1.640502 1.434574 1.232828 1.036895 0.848681 0.670160 0.502959 0.347719 0.203397 0.066854 -0.066854 -0.203397 -0.347719 -0.502959 -0.670160 -0.848681 -1.036895 -1.232828 -1.434574 -1.640502 -1.849315 -2.060027 -2.271915 -2.484463 -2.697309 -2.910204 -3.122982 -3.335535 -3.547796 -3.759725 -3.971304 -4.182528 -4.393400 -4.603928 -5.000000 
5.000000 4.598880 4.387755 4.176195 3.964173 3.751666 3.538653 3.325123 3.111080 2.896548 2.681587 2.466307 2.250900 2.035674 1.821107 1.607926 1.397205 1.190476 0.989848 0.798042 0.618247 0.453597 0.306122 0.175301 0.056890 -0.056890 -0.175301 -0.306122 -0.453597 -0.618247 -0.798042 -0.989848 -1.190476 -1.397205 -1.607926 -1.821107 -2.035674 -2.250900 -2.466307 -2.681587 -2.896548 -3.111080 -3.325123 -3.538653 -3.751666 -3.964173 -4.176195 -4.387755 -4.598880 -5.000000 
5.000000 4.594240 4.382546 4.170324 3.957529 3.744113 3.530028 3.315228 3.099672 2.883330 2.666195 2.448298 2.229733 2.010701 1.791569 1.572969 1.355940 1.142132 0.934066 0.735398 0.551020 0.386632 0.247212 0.134144 0.042017 -0.042017 -0.134144 -0.247212 -0.386632 -0.551020 -0.735398 -0.934066 -1.142132 -1.355940 -1.572969 -1.791569 -2.010701 -2.229733 -2.448298 -2.666195 -2.883330 -3.099672 -3.315228 -3.530028 -3.744113 -3.957529 -4.170324 -4.382546 -4.594240 -5.000000 
5.000000 4.590085 4.377865 4.165026 3.951505 3.737229 3.522120 3.306092 3.089054 2.870912 2.651576 2.430972 2.209061 1.985871 1.761566 1.536540 1.311598 1.088239 0.869106 0.658627 0.463730 0.294118 0.160749 0.070644 0.018401 -0.018401 -0.070644 -0.160749 -0.294118 -0.463730 -0.658627 -0.869106 -1.088239 -1.311598 -1.536540 -1.761566 -1.985871 -2.209061 -2.430972 -2.651576 -2.870912 -3.089054 -3.306092 -3.522120 -3.737229 -3.951505 -4.165026 -4.377865 -4.590085 -5.000000 
5.000000 4.586490 4.373801 4.160410 3.946234 3.731178 3.515130 3.297966 3.079540 2.859689 2.638231 2.414966 2.189686 1.962195 1.732348 1.500139 1.265858 1.030412 0.795918 0.566781 0.351474 0.164835 0.028879 0.000000 0.000000 0.000000 0.000000 -0.028879 -0.164835 -0.351474 -0.566781 -0.795918 -1.030412 -1.265858 -1.500139 -1.732348 -1.962195 -2.189686 -2.414966 -2.638231 -2.859689 -3.079540 -3.297966 -3.515130 -3.731178 -3.946234 -4.160410 -4.373801 -4.586490 -5.000000 
5.000000 4.583522 4.370437 4.156577 3.941843 3.726115 3.509254 3.291097 3.071446 2.850071 2.626691 2.400976 2.172531 1.940894 1.705539 1.465903 1.221471 0.971995 0.718030 0.462185 0.211931 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.211931 -0.462185 -0.718030 -0.971995 -1.221471 -1.465903 -1.705539 -1.940894 -2.172531 -2.400976 -2.626691 -2.850071 -3.071446 -3.291097 -3.509254 -3.726115 -3.941843 -4.156577 -4.370437 -4.583522 -5.000000 
5.000000 4.581240 4.367845 4.153616 3.938441 3.722180 3.504670 3.285714 3.065072 2.842447 2.617476 2.389704 2.158556 1.923304 1.683017 1.436502 1.182244 0.918367 0.642752 0.353648 0.051983 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.051983 -0.353648 -0.642752 -0.918367 -1.182244 -1.436502 -1.683017 -1.923304 -2.158556 -2.389704 -2.617476 -2.842447 -3.065072 -3.285714 -3.504670 -3.722180 -3.938441 -4.153616 -4.367845 -4.581240 -5.000000 
5.000000 4.579691 4.366083 4.151600 3.936119 3.719488 3.501525 3.282010 3.060667 2.837156 2.611044 2.381782 2.148651 1.910705 1.666667 1.414782 1.152582 0.876504 0.581289 0.259027 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.259027 -0.581289 -0.876504 -1.152582 -1.414782 -1.666667 -1.910705 -2.148651 -2.381782 -2.611044 -2.837156 -3.060667 -3.282010 -3.501525 -3.719488 -3.936119 -4.151600 -4.366083 -4.579691 -5.000000 
5.000000 4.578908 4.365191 4.150579 3.934941 3.718121 3.499926 3.280121 3.058416 2.834444 2.607737 2.377691 2.143509 1.904120 1.658048 1.403202 1.136524 0.853350 0.546218 0.202409 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.202409 -0.546218 -0.853350 -1.136524 -1.403202 -1.658048 -1.904120 -2.143509 -2.377691 -2.607737 -2.834444 -3.058416 -3.280121 -3.499926 -3.718121 -3.934941 -4.150579 -4.365191 -4.578908 -5.000000 
5.000000 4.578908 4.365191 4.150579 3.934941 3.718121 3.499926 3.280121 3.058416 2.834444 2.607737 2.377691 2.143509 1.904120 1.658048 1.403202 1.136524 0.853350 0.546218 0.202409 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.202409 -0.546218 -0.853350 -1.136524 -1.403202 -1.658048 -1.904120 -2.143509 -2.377691 -2.607737 -2.834444 -3.058416 -3.280121 -3.499926 -3.718121 -3.934941 -4.150579 -4.365191 -4.578908 -5.000000 
5.000000 4.579691 4.366083 4.151600 3.936119 3.719488 3.501525 3.282010 3.060667 2.837156 2.611044 2.381782 2.148651 1.910705 1.666667 1.414782 1.152582 0.876504 0.581289 0.259027 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.259027 -0.581289 -0.876504 -1.152582 -1.414782 -1.666667 -1.910705 -2.148651 -2.381782 -2.611044 -2.837156 -3.060667 -3.282010 -3.501525 -3.719488 -3.936119 -4.151600 -4.366083 -4.579691 -5.000000 
5.000000 4.581240 4.367845 4.153616 3.938441 3.722180 3.504670 3.285714 3.065072 2.842447 2.617476 2.389704 2.158556 1.923304 1.683017 1.436502 1.182244 0.918367 0.642752 0.353648 0.051983 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.051983 -0.353648 -0.642752 -0.918367 -1.182244 -1.436502 -1.683017 -1.923304 -2.158556 -2.389704 -2.617476 -2.842447 -3.065072 -3.285714 -3.504670 -3.722180 -3.938441 -4.153616 -4.367845 -4.581240 -5.000000 
5.000000 4.583522 4.370437 4.156577 3.941843 3.726115 3.509254 3.291097 3.071446 2.850071 2.626691 2.400976 2.172531 1.940894 1.705539 1.465903 1.221471 0.971995 0.718030 0.462185 0.211931 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.211931 -0.462185 -0.718030 -0.971995 -1.221471 -1.465903 -1.705539 -1.940894 -2.172531 -2.400976 -2.626691 -2.850071 -3.071446 -3.291097 -3.509254 -3.726115 -3.941843 -4.156577 -4.370437 -4.583522 -5.000000 
5.000000 4.586490 4.373801 4.160410 3.946234 3.731178 3.515130 3.297966 3.079540 2.859689 2.638231 2.414966 2.189686 1.962195 1.732348 1.500139 1.265858 1.030412 0.795918 0.566781 0.351474 0.164835 0.028879 0.000000 0.000000 0.000000 0.000000 -0.028879 -0.164835 -0.351474 -0.566781 -0.795918 -1.030412 -1.265858 -1.500139 -1.732348 -1.962195 -2.189686 -2.414966 -2.638231 -2.859689 -3.079540 -3.297966 -3.515130 -3.731178 -3.946234 -4.160410 -4.373801 -4.586490 -5.000000 
5.000000 4.590085 4.377865 4.165026 3.951505 3.737229 3.522120 3.306092 3.089054 2.870912 2.651576 2.430972 2.209061 1.985871 1.761566 1.536540 1.311598 1.088239 0.869106 0.658627 0.463730 0.294118 0.160749 0.070644 0.018401 -0.018401 -0.070644 -0.160749 -0.294118 -0.463730 -0.658627 -0.869106 -1.088239 -1.311598 -1.536540 -1.761566 -1.985871 -2.209061 -2.430972 -2.651576 -2.870912 -3.089054 -3.306092 -3.522120 -3.737229 -3.951505 -4.165026 -4.377865 -4.590085 -5.000000 
5.000000 4.594240 4.382546 4.170324 3.957529 3.744113 3.530028 3.315228 3.099672 2.883330 2.666195 2.448298 2.229733 2.010701 1.791569 1.572969 1.355940 1.142132 0.934066 0.735398 0.551020 0.386632 0.247212 0.134144 0.042017 -0.042017 -0.134144 -0.247212 -0.386632 -0.551020 -0.735398 -0.934066 -1.142132 -1.355940 -1.572969 -1.791569 -2.010701 -2.229733 -2.448298 -2.666195 -2.883330 -3.099672 -3.315228 -3.530028 -3.744113 -3.957529 -4.170324 -4.382546 -4.594240 -5.000000 
5.000000 4.598880 4.387755 4.176195 3.964173 3.751666 3.538653 3.325123 3.111080 2.896548 2.681587 2.466307 2.250900 2.035674 1.821107 1.607926 1.397205 1.190476 0.989848 0.798042 0.618247 0.453597 0.306122 0.175301 0.056890 -0.056890 -0.175301 -0.306122 -0.453597 -0.618247 -0.798042 -0.989848 -1.190476 -1.397205 -1.607926 -1.821107 -2.035674 -2.250900 -2.466307 -2.681587 -2.896548 -3.111080 -3.325123 -3.538653 -3.751666 -3.964173 -4.176195 -4.387755 -4.598880 -5.000000 
5.000000 4.603928 4.393400 4.182528 3.971304 3.759725 3.547796 3.335535 3.122982 2.910204 2.697309 2.484463 2.271915 2.060027 1.849315 1.640502 1.434574 1.232828 1.036895 0.848681 0.670160 0.502959 0.347719 0.203397 0.066854 -0.066854 -0.203397 -0.347719 -0.502959 -0.670160 -0.848681 -1.036895 -1.232828 -1.434574 -1.640502 -1.849315 -2.060027 -2.271915 -2.484463 -2.697309 -2.910204 -3.122982 -3.335535 -3.547796 -3.759725 -3.971304 -4.182528 -4.393400 -4.603928 -5.000000 
5.000000 4.609307 4.399387 4.189214 3.978792 3.768136 3.557273 3.346244 3.135116 2.923986 2.712995 2.502340 2.292296 2.083238 1.875668 1.670247 1.467818 1.269416 1.076242 0.889576 0.710592 0.540070 0.378027 0.223387 0.073853 -0.073853 -0.223387 -0.378027 -0.540070 -0.710592 -0.889576 -1.076242 -1.269416 -1.467818 -1.670247 -1.875668 -2.083238 -2.292296 -2.502340 -2.712995 -2.923986 -3.135116 -3.346244 -3.557273 -3.768136 -3.978792 -4.189214 -4.399387 -4.609307 -5.000000 
5.000000 4.614940 4.405631 4.196150 3.986516 3.776758 3.566918 3.357057 3.147259 2.937640 2.728358 2.519623 2.311713 2.104986 1.899903 1.697033 1.497065 1.300791 1.109067 0.922725 0.742435 0.568513 0.400718 0.238095 0.078955 -0.078955 -0.238095 -0.400718 -0.568513 -0.742435 -0.922725 -1.109067 -1.300791 -1.497065 -1.697033 -1.899903 -2.104986 -2.311713 -2.519623 -2.728358 -2.937640 -3.147259 -3.357057 -3.566918 -3.776758 -3.986516 -4.196150 -4.405631 -4.614940 -5.000000 
5.000000 4.620757 4.412047 4.203240 3.994367 3.785465 3.576590 3.367812 3.159229 2.950966 2.743185 2.536096 2.329962 2.125111 1.921944 1.720936 1.522629 1.327613 1.136483 0.949764 0.767815 0.590707 0.418109 0.249222 0.082788 -0.082788 -0.249222 -0.418109 -0.590707 -0.767815 -0.949764 -1.136483 -1.327613 -1.522629 -1.720936 -1.921944 -2.125111 -2.329962 -2.536096 -2.743185 -2.950966 -3.159229 -3.367812 -3.576590 -3.785465 -3.994367 -4.203240 -4.412047 -4.620757 -5.000000 
5.000000 4.626690 4.418560 4.210401 4.002248 3.794150 3.586167 3.378378 3.170886 2.963816 2.757329 2.551623 2.346939 2.143564 1.941839 1.742145 1.544902 1.350540 1.159461 0.971987 0.788287 0.608309 0.431711 0.257838 0.085740 -0.085740 -0.257838 -0.431711 -0.608309 -0.788287 -0.971987 -1.159461 -1.350540 -1.544902 -1.742145 -1.941839 -2.143564 -2.346939 -2.551623 -2.757329 -2.963816 -3.170886 -3.378378 -3.586167 -3.794150 -4.002248 -4.210401 -4.418560 -4.626690 -5.000000 
5.000000 4.632681 4.425103 4.217555 4.010077 3.802721 3.595553 3.388653 3.182124 2.976090 2.770701 2.566138 2.362614 2.160378 1.959707 1.760906 1.564292 1.370171 1.178810 0.990396 0.804989 0.622475 0.442538 0.264642 0.088063 -0.088063 -0.264642 -0.442538 -0.622475 -0.804989 -0.990396 -1.178810 -1.370171 -1.564292 -1.760906 -1.959707 -2.160378 -2.362614 -2.566138 -2.770701 -2.976090 -3.182124 -3.388653 -3.595553 -3.802721 -4.010077 -4.217555 -4.425103 -4.632681 -5.000000 
5.000000 4.638675 4.431619 4.224641 4.017787 3.811108 3.604673 3.398562 3.192873 2.987723 2.783251 2.579618 2.377008 2.175629 1.975708 1.777480 1.581181 1.387028 1.195191 1.005770 0.818761 0.634029 0.451289 0.270108 0.089922 -0.089922 -0.270108 -0.451289 -0.634029 -0.818761 -1.005770 -1.195191 -1.387028 -1.581181 -1.777480 -1.975708 -2.175629 -2.377008 -2.579618 -2.783251 -2.987723 -3.192873 -3.398562 -3.604673 -3.811108 -4.017787 -4.224641 -4.431619 -4.638675 -5.000000 
5.000000 4.644628 4.438058 4.231607 4.025321 3.819254 3.613471 3.408051 3.203086 2.998683 2.794967 2.592078 2.390174 2.189426 1.990014 1.792121 1.595918 1.401556 1.209139 1.018711 0.830232 0.643564 0.458459 0.274563 0.091434 -0.091434 -0.274563 -0.458459 -0.643564 -0.830232 -1.018711 -1.209139 -1.401556 -1.595918 -1.792121 -1.990014 -2.189426 -2.390174 -2.592078 -2.794967 -2.998683 -3.203086 -3.408051 -3.613471 -3.819254 -4.025321 -4.231607 -4.438058 -4.644628 -5.000000 
5.000000 4.650499 4.444379 4.238410 4.032639 3.827117 3.621909 3.417089 3.212740 3.008960 2.805858 2.603556 2.402186 2.201887 2.002801 1.805067 1.608809 1.414127 1.221083 1.029685 0.839874 0.651519 0.464405 0.278242 0.092679 -0.092679 -0.278242 -0.464405 -0.651519 -0.839874 -1.029685 -1.221083 -1.414127 -1.608809 -1.805067 -2.002801 -2.201887 -2.402186 -2.603556 -2.805858 -3.008960 -3.212740 -3.417089 -3.621909 -3.827117 -4.032639 -4.238410 -4.444379 -4.650499 -5.000000 
5.000000 4.656259 4.450550 4.245018 4.039707 3.834669 3.629962 3.425656 3.221826 3.018560 2.815951 2.614104 2.413127 2.213134 2.014234 1.816532 1.620117 1.425053 1.231371 1.039057 0.848048 0.658219 0.469388 0.281315 0.093718 -0.093718 -0.281315 -0.469388 -0.658219 -0.848048 -1.039057 -1.231371 -1.425053 -1.620117 -1.816532 -2.014234 -2.213134 -2.413127 -2.614104 -2.815951 -3.018560 -3.221826 -3.425656 -3.629962 -3.834669 -4.039707 -4.245018 -4.450550 -4.656259 -5.000000 
5.000000 4.661879 4.456544 4.251405 4.046504 3.841890 3.637617 3.433748 3.230351 3.027503 2.825284 2.623782 2.423086 2.223285 2.024467 1.826708 1.630068 1.434589 1.240280 1.047117 0.855032 0.663913 0.473604 0.283907 0.094593 -0.094593 -0.283907 -0.473604 -0.663913 -0.855032 -1.047117 -1.240280 -1.434589 -1.630068 -1.826708 -2.024467 -2.223285 -2.423086 -2.623782 -2.825284 -3.027503 -3.230351 -3.433748 -3.637617 -3.841890 -4.046504 -4.251405 -4.456544 -4.661879 -5.000000 
5.000000 4.667341 4.462343 4.257555 4.053015 3.848770 3.644870 3.441369 3.238330 3.035817 2.833901 2.632653 2.432147 2.232454 2.033639 1.835759 1.638854 1.442948 1.248038 1.054090 0.861041 0.668790 0.477203 0.286114 0.095336 -0.095336 -0.286114 -0.477203 -0.668790 -0.861041 -1.054090 -1.248038 -1.442948 -1.638854 -1.835759 -2.033639 -2.232454 -2.432147 -2.632653 -2.833901 -3.035817 -3.238330 -3.441369 -3.644870 -3.848770 -4.053015 -4.257555 -4.462343 -4.667341 -5.000000 
5.000000 4.672630 4.467934 4.263456 4.059234 3.855307 3.651723 3.448530 3.245782 3.043535 2.841849 2.640782 2.440395 2.240742 2.041874 1.843831 1.646638 1.450307 1.254826 1.060160 0.866247 0.672998 0.480298 0.288009 0.095974 -0.095974 -0.288009 -0.480298 -0.672998 -0.866247 -1.060160 -1.254826 -1.450307 -1.646638 -1.843831 -2.041874 -2.240742 -2.440395 -2.640782 -2.841849 -3.043535 -3.245782 -3.448530 -3.651723 -3.855307 -4.059234 -4.263456 -4.467934 -4.672630 -5.000000 
5.000000 4.677734 4.473307 4.269103 4.065156 3.861503 3.658185 3.455247 3.252733 3.050694 2.849177 2.648232 2.447907 2.248245 2.049283 1.851048 1.653558 1.456812 1.260796 1.065472 0.870784 0.676652 0.482979 0.289647 0.096525 -0.096525 -0.289647 -0.482979 -0.676652 -0.870784 -1.065472 -1.260796 -1.456812 -1.653558 -1.851048 -2.049283 -2.248245 -2.447907 -2.648232 -2.849177 -3.050694 -3.252733 -3.455247 -3.658185 -3.861503 -4.065156 -4.269103 -4.473307 -4.677734 -5.000000 
5.000000 4.682647 4.478458 4.274494 4.070784 3.867364 3.664269 3.461539 3.259211 3.057329 2.855932 2.655062 2.454756 2.255046 2.055961 1.857519 1.659729 1.462585 1.266069 1.070145 0.874760 0.679846 0.485316 0.291072 0.097004 -0.097004 -0.291072 -0.485316 -0.679846 -0.874760 -1.070145 -1.266069 -1.462585 -1.659729 -1.857519 -2.055961 -2.255046 -2.454756 -2.655062 -2.855932 -3.057329 -3.259211 -3.461539 -3.664269 -3.867364 -4.070784 -4.274494 -4.478458 -4.682647 -5.000000 
5.000000 4.687364 4.483385 4.279629 4.076124 3.872900 3.669990 3.467427 3.265244 3.063478 2.862161 2.661327 2.461006 2.261221 2.061995 1.863337 1.665251 1.467728 1.270747 1.074275 0.878264 0.682652 0.487366 0.292321 0.097424 -0.097424 -0.292321 -0.487366 -0.682652 -0.878264 -1.074275 -1.270747 -1.467728 -1.665251 -1.863337 -2.061995 -2.261221 -2.461006 -2.661327 -2.862161 -3.063478 -3.265244 -3.467427 -3.669990 -3.872900 -4.076124 -4.279629 -4.483385 -4.687364 -5.000000 
5.000000 4.691885 4.488090 4.284514 4.081182 3.878124 3.675364 3.472934 3.270861 3.069176 2.867907 2.667080 2.466717 2.266839 2.067457 1.868581 1.670207 1.472325 1.274915 1.077943 0.881366 0.685131 0.489173 0.293420 0.097793 -0.097793 -0.293420 -0.489173 -0.685131 -0.881366 -1.077943 -1.274915 -1.472325 -1.670207 -1.868581 -2.067457 -2.266839 -2.466717 -2.667080 -2.867907 -3.069176 -3.270861 -3.472934 -3.675364 -3.878124 -4.081182 -4.284514 -4.488090 -4.691885 -5.000000 

# 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
